anon_sname,age_year,birth,start,end,statdate,status,age_at_statdate,mom_rank_birth,group_size_birth,mom_sci,mom_death_cat,competing_sibling_cat,drought_cat,mom_rank_birth_cat,group_size_birth_cat,mom_sci_cat,cumulative_adversity,cumulative_adversity_three_plus,avg_ordrank,avg_proprank,rain_anom,avg_group_size
315,13,8/16/70,8/16/83,8/15/84,9/10/85,1,15.069,NA,6,NA,0,0,NA,NA,0,NA,NA,NA,1,1,-183.7319149,16.0942623
315,14,8/16/70,8/16/84,8/15/85,9/10/85,1,15.069,NA,6,NA,0,0,NA,NA,0,NA,NA,NA,1,1,-44.5212766,15.8739726
317,8,7/7/75,7/7/83,7/6/84,4/20/87,1,11.786,7,31,NA,0,0,NA,0,0,NA,NA,NA,5.833333333,0.730758333,-183.7319149,16.1489071
317,9,7/7/75,7/7/84,7/6/85,4/20/87,1,11.786,7,31,NA,0,0,NA,0,0,NA,NA,NA,6,0.7265,-45.70638298,15.75479452
317,10,7/7/75,7/7/85,7/6/86,4/20/87,1,11.786,7,31,NA,0,0,NA,0,0,NA,NA,NA,5.75,0.7339,-113.4319149,16.5630137
317,11,7/7/75,7/7/86,7/6/87,4/20/87,1,11.786,7,31,NA,0,0,NA,0,0,NA,NA,NA,5.666666667,0.756188889,15.96808511,18.61506849
319,4,9/14/79,9/14/83,9/13/84,7/16/86,1,6.836,NA,10,NA,0,0,0,NA,0,NA,NA,NA,8.6,0.39744,-177.39375,16.05464481
319,5,9/14/79,9/14/84,9/13/85,7/16/86,1,6.836,NA,10,NA,0,0,0,NA,0,NA,NA,NA,7.833333333,0.424425,-37.39375,15.97671233
319,6,9/14/79,9/14/85,9/13/86,7/16/86,1,6.836,NA,10,NA,0,0,0,NA,0,NA,NA,NA,10.2,0.36213,-107.49375,16.95479452
322,4,7/27/15,7/27/19,7/26/20,9/28/21,0,6.174,12,19,-0.400480249,0,0,0,1,0,1,2,2,20,0.087866667,424.6680851,15.79033579
322,5,7/27/15,7/27/20,7/26/21,9/28/21,0,6.174,12,19,-0.400480249,0,0,0,1,0,1,2,2,21,0.05626,140.9,18.34910941
323,5,11/10/13,11/10/18,11/9/19,9/28/21,0,7.882,9,17,-0.033261421,0,0,0,0,0,0,0,0,16.66666667,0.104825,-38.53191489,14.94708793
323,6,11/10/13,11/10/19,11/9/20,9/28/21,0,7.882,9,17,-0.033261421,0,0,0,0,0,0,0,0,20.91666667,0.036641667,375.1680851,16.59446181
325,4,12/7/11,12/7/15,12/6/16,9/9/19,1,7.756,2,6,0.425544839,0,0,0,0,0,0,0,0,15.4,0,66.76808511,13.87151647
325,5,12/7/11,12/7/16,12/6/17,9/9/19,1,7.756,2,6,0.425544839,0,0,0,0,0,0,0,0,15.41666667,0,-107.7276596,14.11859334
325,6,12/7/11,12/7/17,12/6/18,9/9/19,1,7.756,2,6,0.425544839,0,0,0,0,0,0,0,0,17.66666667,0,214.4680851,14.69068609
325,7,12/7/11,12/7/18,12/6/19,9/9/19,1,7.756,2,6,0.425544839,0,0,0,0,0,0,0,0,18.44444444,0,113.1680851,14.99809669
326,4,6/30/11,6/30/15,6/29/16,2/2/20,1,8.594,13,61,-0.829064012,1,0,0,1,1,1,4,3,15,0,126.7680851,13.74018895
326,5,6/30/11,6/30/16,6/29/17,2/2/20,1,8.594,13,61,-0.829064012,1,0,0,1,1,1,4,3,14.25,0.064666667,-140.5319149,13.75400291
326,6,6/30/11,6/30/17,6/29/18,2/2/20,1,8.594,13,61,-0.829064012,1,0,0,1,1,1,4,3,15.5,0.064766667,277.2680851,14.41268628
326,7,6/30/11,6/30/18,6/29/19,2/2/20,1,8.594,13,61,-0.829064012,1,0,0,1,1,1,4,3,17.16666667,0.05835,-73.73191489,14.94397218
326,8,6/30/11,6/30/19,6/29/20,2/2/20,1,8.594,13,61,-0.829064012,1,0,0,1,1,1,4,3,18.75,0.03335,424.6680851,15.62726176
327,4,5/8/10,5/8/14,5/7/15,9/29/21,0,11.395,16,32,0.8601069,0,0,0,1,0,0,1,1,15.44444444,0.071433333,-154.4319149,12.07713311
327,5,5/8/10,5/8/15,5/7/16,9/29/21,0,11.395,16,32,0.8601069,0,0,0,1,0,0,1,1,19.91666667,0,129.4680851,13.39684814
327,6,5/8/10,5/8/16,5/7/17,9/29/21,0,11.395,16,32,0.8601069,0,0,0,1,0,0,1,1,20.75,0.03295,-143.9659574,13.81838074
327,7,5/8/10,5/8/17,5/7/18,9/29/21,0,11.395,16,32,0.8601069,0,0,0,1,0,0,1,1,15.6875,0,259.0680851,14.13937153
327,8,5/8/10,5/8/18,5/7/19,9/29/21,0,11.395,16,32,0.8601069,0,0,0,1,0,0,1,1,8,0,-54.23191489,15.08994083
327,9,5/8/10,5/8/19,5/7/20,9/29/21,0,11.395,16,32,0.8601069,0,0,0,1,0,0,1,1,7.416666667,0.07145,418.1680851,15.45776031
327,10,5/8/10,5/8/20,5/7/21,9/29/21,0,11.395,16,32,0.8601069,0,0,0,1,0,0,1,1,7,0.1429,123.5340426,18.08428928
328,4,12/20/11,12/20/15,12/19/16,9/29/21,0,9.777,14,33,-0.043370295,0,0,0,1,0,0,1,1,18.41666667,0.129233333,-21.93191489,13.91024709
328,5,12/20/11,12/20/16,12/19/17,9/29/21,0,9.777,14,33,-0.043370295,0,0,0,1,0,0,1,1,17.46666667,0.149586667,-95.96808511,14.01664201
328,6,12/20/11,12/20/17,12/19/18,9/29/21,0,9.777,14,33,-0.043370295,0,0,0,1,0,0,1,1,7.692307692,0.144953846,298.6680851,14.82719876
328,7,12/20/11,12/20/18,12/19/19,9/29/21,0,9.777,14,33,-0.043370295,0,0,0,1,0,0,1,1,6.833333333,0.156783333,176.6680851,15.05797101
328,8,12/20/11,12/20/19,12/19/20,9/29/21,0,9.777,14,33,-0.043370295,0,0,0,1,0,0,1,1,5.25,0.392875,133.4680851,16.61367754
329,4,10/3/15,10/3/19,10/2/20,9/29/21,0,5.99,20,28,0.114229165,0,0,0,1,0,0,1,1,4.090909091,0.558418182,416.8680851,16.00212224
332,4,4/4/16,4/4/20,4/3/21,9/28/21,0,5.484,11,25,-0.425637528,0,0,0,0,0,1,1,1,12,0.485125,40.95744681,17.6074721
333,5,1/14/14,1/14/19,1/13/20,9/28/21,0,7.704,8,16,-0.988996613,0,0,0,0,0,1,1,1,11.5,0.4209,247.8680851,15.21365554
333,6,1/14/14,1/14/20,1/13/21,9/28/21,0,7.704,8,16,-0.988996613,0,0,0,0,0,1,1,1,14.45454545,0.3597,47.56808511,16.69443166
335,5,8/4/12,8/4/17,8/3/18,9/28/21,0,9.15,8,19,1.012627122,0,1,0,0,0,0,1,1,11.1,0.37279,277.2680851,14.37968928
335,6,8/4/12,8/4/18,8/3/19,9/28/21,0,9.15,8,19,1.012627122,0,1,0,0,0,0,1,1,11.58333333,0.395441667,-73.73191489,14.96914771
335,7,8/4/12,8/4/19,8/3/20,9/28/21,0,9.15,8,19,1.012627122,0,1,0,0,0,0,1,1,14.16666667,0.334608333,424.6680851,15.80608053
335,8,8/4/12,8/4/20,8/3/21,9/28/21,0,9.15,8,19,1.012627122,0,1,0,0,0,0,1,1,16,0.293825,140.8680851,18.41594277
339,5,1/10/11,1/10/16,1/9/17,9/28/21,0,10.716,25,57,0.589127646,0,0,0,1,1,0,2,2,12.66666667,0.176216667,-25.33191489,13.91678779
339,6,1/10/11,1/10/17,1/9/18,9/28/21,0,10.716,25,57,0.589127646,0,0,0,1,1,0,2,2,12.58333333,0.206408333,-54.53191489,14.02403846
339,7,1/10/11,1/10/18,1/9/19,9/28/21,0,10.716,25,57,0.589127646,0,0,0,1,1,0,2,2,14.41666667,0.198325,280.4680851,14.86788067
339,8,1/10/11,1/10/19,1/9/20,9/28/21,0,10.716,25,57,0.589127646,0,0,0,1,1,0,2,2,15,0.211658333,247.0680851,15.20099731
339,9,1/10/11,1/10/20,1/9/21,9/28/21,0,10.716,25,57,0.589127646,0,0,0,1,1,0,2,2,18.09090909,0.186054545,43.36808511,16.66437414
340,4,4/6/13,4/6/17,4/5/18,9/28/21,0,8.479,8,18,0.066248065,0,0,0,0,0,0,0,0,13,0.250285714,130.1680851,13.95304475
340,5,4/6/13,4/6/18,4/5/19,9/28/21,0,8.479,8,18,0.066248065,0,0,0,0,0,0,0,0,12.83333333,0.299275,29.36808511,15.01685613
340,6,4/6/13,4/6/19,4/5/20,9/28/21,0,8.479,8,18,0.066248065,0,0,0,0,0,0,0,0,13.75,0.311225,402.4680851,15.55049116
340,7,4/6/13,4/6/20,4/5/21,9/28/21,0,8.479,8,18,0.066248065,0,0,0,0,0,0,0,0,17,0.251075,79.24893617,17.64268352
342,4,2/11/95,2/11/99,2/10/00,8/3/08,1,13.476,6,10,NA,0,0,0,0,0,NA,NA,NA,4.583333333,0.605558333,118.6680851,10.84916801
342,5,2/11/95,2/11/00,2/10/01,8/3/08,1,13.476,6,10,NA,0,0,0,0,0,NA,NA,NA,4.833333333,0.567166667,79.36808511,11.50269107
342,6,2/11/95,2/11/01,2/10/02,8/3/08,1,13.476,6,10,NA,0,0,0,0,0,NA,NA,NA,5,0.5906,-129.5319149,12.02295253
342,7,2/11/95,2/11/02,2/10/03,8/3/08,1,13.476,6,10,NA,0,0,0,0,0,NA,NA,NA,4.583333333,0.6629,3.368085106,12.6175836
342,8,2/11/95,2/11/03,2/10/04,8/3/08,1,13.476,6,10,NA,0,0,0,0,0,NA,NA,NA,5,0.665133333,-54.33191489,13.91622761
342,9,2/11/95,2/11/04,2/10/05,8/3/08,1,13.476,6,10,NA,0,0,0,0,0,NA,NA,NA,5,0.722975,-159.8319149,16.28852459
342,10,2/11/95,2/11/05,2/10/06,8/3/08,1,13.476,6,10,NA,0,0,0,0,0,NA,NA,NA,5.166666667,0.72845,-61.53191489,16.87228261
342,11,2/11/95,2/11/06,2/10/07,8/3/08,1,13.476,6,10,NA,0,0,0,0,0,NA,NA,NA,7,0.668158333,210.4680851,18.14849315
342,12,2/11/95,2/11/07,2/10/08,8/3/08,1,13.476,6,10,NA,0,0,0,0,0,NA,NA,NA,7.333333333,0.687458333,-195.9319149,19.88164384
342,13,2/11/95,2/11/08,2/10/09,8/3/08,1,13.476,6,10,NA,0,0,0,0,0,NA,NA,NA,8,0.679283333,-163.3319149,19.88907104
343,4,4/22/98,4/22/02,4/21/03,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,3.125,0.8068375,-52.53191489,12.64577801
343,5,4/22/98,4/22/03,4/21/04,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,3,0.838141667,-28.83191489,14.44877268
343,6,4/22/98,4/22/04,4/21/05,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,3,0.865358333,-6.461702128,16.56767123
343,7,4/22/98,4/22/05,4/21/06,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,3.333333333,0.8521,-120.9319149,16.91358696
343,8,4/22/98,4/22/06,4/21/07,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,4,0.8355,83.46808511,18.60219178
343,9,4/22/98,4/22/07,4/21/08,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,4.25,0.842966667,-126.8319149,19.86065574
343,10,4/22/98,4/22/08,4/21/09,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,4.833333333,0.819016667,-214.6617021,19.80383562
343,11,4/22/98,4/22/09,4/21/10,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,3,0.88335,175.4680851,18.5260274
343,12,4/22/98,4/22/10,4/21/11,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,3,0.89325,-34.13191489,18.37732062
343,13,4/22/98,4/22/11,4/21/12,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,3,0.895541667,-66.23191489,14.52395098
343,14,4/22/98,4/22/12,4/21/13,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,3.083333333,0.903591667,174.2382979,14.68003055
343,16,4/22/98,4/22/14,4/21/15,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,2.083333333,0.919208333,-169.2319149,12.0873422
343,17,4/22/98,4/22/15,4/21/16,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,1.333333333,0.9762,138.6680851,13.26571429
343,18,4/22/98,4/22/16,4/21/17,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,1.166666667,0.989583333,-114.2617021,13.92067573
343,19,4/22/98,4/22/17,4/21/18,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,1,1,207.8680851,13.98061448
343,20,4/22/98,4/22/18,4/21/19,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,1.083333333,0.995366667,-58.83191489,15.12336892
343,21,4/22/98,4/22/19,4/21/20,3/19/21,0,22.908,4,25,0.307937451,0,0,0,0,0,0,0,0,2,0.946914286,423.0680851,15.49450118
344,5,6/6/12,6/6/17,6/5/18,9/29/21,0,9.314,19,33,-0.140996122,0,0,0,1,0,0,1,1,9.785714286,0.46675,277.2680851,14.26808027
344,6,6/6/12,6/6/18,6/5/19,9/29/21,0,9.314,19,33,-0.140996122,0,0,0,1,0,0,1,1,3,0.7143,-73.73191489,14.88485317
344,7,6/6/12,6/6/19,6/5/20,9/29/21,0,9.314,19,33,-0.140996122,0,0,0,1,0,0,1,1,10.76470588,0.187676471,424.6680851,15.56113102
344,8,6/6/12,6/6/20,6/5/21,9/29/21,0,9.314,19,33,-0.140996122,0,0,0,1,0,0,1,1,10.14285714,0,139.6234043,18.47061829
345,7,11/3/88,11/3/95,11/2/96,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,4.909090909,0.599536364,-90.13191489,9.859267735
345,8,11/3/88,11/3/96,11/2/97,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,5.166666667,0.669875,-113.6446809,10.96794505
345,9,11/3/88,11/3/97,11/2/98,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,5.75,0.619658333,407.7680851,12.0487106
345,10,11/3/88,11/3/98,11/2/99,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,6.3125,0.46195,28.36808511,11.03848268
345,11,11/3/88,11/3/99,11/2/00,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,6.166666667,0.4016,-154.2319149,11.11016949
345,12,11/3/88,11/3/00,11/2/01,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,6.75,0.379608333,188.8553191,12.03943218
345,13,11/3/88,11/3/01,11/2/02,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,5.583333333,0.568208333,-82.43191489,12.33386838
345,14,11/3/88,11/3/02,11/2/03,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,6,0.563925,-10.33191489,13.44994731
345,15,11/3/88,11/3/03,11/2/04,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,6.25,0.618241667,-125.0319149,15.72677596
345,16,11/3/88,11/3/04,11/2/05,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,9.166666667,0.468408333,4.255319149,16.9826087
345,17,11/3/88,11/3/05,11/2/06,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,9.666666667,0.502775,-111.2319149,17.47452055
345,18,11/3/88,11/3/06,11/2/07,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,10.75,0.502608333,71.96808511,19.65863014
345,19,11/3/88,11/3/07,11/2/08,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,11.75,0.498016667,-151.5319149,19.89562842
345,20,11/3/88,11/3/08,11/2/09,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,9.666666667,0.527266667,-192.5446809,18.76438356
345,21,11/3/88,11/3/09,11/2/10,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,9,0.562641667,208.7680851,19.47660501
345,22,11/3/88,11/3/10,11/2/11,1/27/11,1,22.231,21,34,-0.313094185,0,1,0,1,0,0,2,2,9,0.5789,-71.53191489,15.70390592
346,4,2/8/14,2/8/18,2/7/19,9/29/21,0,7.639,21,46,-1.324718524,1,0,0,1,1,1,4,3,12,0.1538,292.6680851,14.97148438
346,5,2/8/14,2/8/19,2/7/20,9/29/21,0,7.639,21,46,-1.324718524,1,0,0,1,1,1,4,3,12.91666667,0.144516667,294.1680851,15.30964272
346,6,2/8/14,2/8/20,2/7/21,9/29/21,0,7.639,21,46,-1.324718524,1,0,0,1,1,1,4,3,15.3,0.12278,-2.331914894,16.80382106
348,4,7/1/81,7/1/85,6/30/86,7/18/95,1,14.045,7,28,NA,0,0,1,0,0,NA,NA,NA,14.16666667,0.268533333,-113.4319149,16.51232877
348,5,7/1/81,7/1/86,6/30/87,7/18/95,1,14.045,7,28,NA,0,0,1,0,0,NA,NA,NA,15,0.256808333,15.96808511,18.62876712
348,6,7/1/81,7/1/87,6/30/88,7/18/95,1,14.045,7,28,NA,0,0,1,0,0,NA,NA,NA,14.75,0.22335,20.16808511,18.98907104
348,7,7/1/81,7/1/88,6/30/89,7/18/95,1,14.045,7,28,NA,0,0,1,0,0,NA,NA,NA,18.25,0.219266667,108.8680851,22.6890411
348,8,7/1/81,7/1/89,6/30/90,7/18/95,1,14.045,7,28,NA,0,0,1,0,0,NA,NA,NA,21.88888889,0.125911111,81.86808511,18.30406852
349,4,9/30/01,9/30/05,9/29/06,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,19,0,-105.89375,17.32547945
349,5,9/30/01,9/30/06,9/29/07,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,19.83333333,0.0125,80.00625,19.52328767
349,6,9/30/01,9/30/07,9/29/08,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,20.41666667,0.093408333,-143.49375,19.90874317
349,7,9/30/01,9/30/08,9/29/09,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,18.08333333,0.101266667,-197.1319149,18.98082192
349,8,9/30/01,9/30/09,9/29/10,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,18,0.055683333,208.30625,19.37260274
349,9,9/30/01,9/30/10,9/29/11,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,18.83333333,0.0531,-72.99375,16.13581315
349,10,9/30/01,9/30/11,9/29/12,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,19,0.09775,46.20625,14.53311618
349,11,9/30/01,9/30/12,9/29/13,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,19.83333333,0.165608333,80.36808511,14.26477833
349,12,9/30/01,9/30/13,9/29/14,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,16.9375,0.14853125,79.30625,12.03946416
349,13,9/30/01,9/30/14,9/29/15,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,14.91666667,0.141183333,-132.89375,12.41675179
349,14,9/30/01,9/30/15,9/29/16,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,16.66666667,0.206141667,133.90625,13.94019572
349,15,9/30/01,9/30/16,9/29/17,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,15.91666667,0.285841667,-140.5319149,13.9703787
349,16,9/30/01,9/30/17,9/29/18,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,4.846153846,0.730869231,284.40625,14.70947776
349,17,9/30/01,9/30/18,9/29/19,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,2,0.8571,-66.59375,14.92395437
349,18,9/30/01,9/30/19,9/29/20,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,5.083333333,0.410708333,431.80625,15.9589852
349,19,9/30/01,9/30/20,9/29/21,9/29/21,0,19.997,11,18,0.350711969,0,0,0,0,0,0,0,0,6,0.2857,140.8680851,18.82633788
350,4,1/13/93,1/13/97,1/12/98,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,7.166666667,0.507466667,199.1680851,11.18088151
350,5,1/13/93,1/13/98,1/12/99,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,7.357142857,0.478814286,134.0680851,12.09154114
350,6,1/13/93,1/13/99,1/12/00,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,8.4,0.20468,116.6680851,10.90775909
350,7,1/13/93,1/13/00,1/12/01,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,8.75,0.114575,-35.83191489,11.34625597
350,8,1/13/93,1/13/01,1/12/02,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,9.5,0.119183333,-70.13191489,12.06921867
350,9,1/13/93,1/13/02,1/12/03,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,9.583333333,0.189383333,64.36808511,12.47103004
350,10,1/13/93,1/13/03,1/12/04,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,10,0.236008333,-163.3319149,13.8061117
350,11,1/13/93,1/13/04,1/12/05,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,10.41666667,0.33945,-67.43191489,16.11803279
350,12,1/13/93,1/13/05,1/12/06,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,12.08333333,0.276758333,-52.93191489,16.91902174
350,13,1/13/93,1/13/06,1/12/07,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,13.08333333,0.321733333,195.0680851,17.94027397
350,14,1/13/93,1/13/07,1/12/08,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,14.41666667,0.331716667,-205.3319149,19.83780822
350,15,1/13/93,1/13/08,1/12/09,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,15.41666667,0.326091667,-145.1319149,19.88688525
350,16,1/13/93,1/13/09,1/12/10,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,13.66666667,0.282766667,44.66808511,18.50849315
350,17,1/13/93,1/13/10,1/12/11,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,15.08333333,0.245258333,3.568085106,19.09453782
350,18,1/13/93,1/13/11,1/12/12,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,14.16666667,0.3007,-76.93191489,15.16085038
350,19,1/13/93,1/13/12,1/12/13,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,14.75,0.336883333,92.96808511,14.88352377
350,21,1/13/93,1/13/14,1/12/15,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,11.57142857,0.327078571,22.26808511,11.92652085
350,22,1/13/93,1/13/15,1/12/16,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,13.75,0.281858333,-15.73191489,12.78411911
350,23,1/13/93,1/13/16,1/12/17,10/2/16,1,23.718,9,11,NA,0,1,0,0,0,NA,NA,NA,16.5,0.225,-25.33191489,13.91196799
351,5,8/18/98,8/18/03,8/17/04,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,12.25,0.151408333,-121.49375,15.35409836
351,6,8/18/98,8/18/04,8/17/05,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,14.25,0.131441667,13.40625,16.83097826
351,7,8/18/98,8/18/05,8/17/06,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,15.16666667,0.148616667,-105.89375,17.20383562
351,8,8/18/98,8/18/06,8/17/07,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,17.5,0.129766667,76.80625,19.29753425
351,9,8/18/98,8/18/07,8/17/08,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,19.33333333,0.140783333,-140.29375,19.90163934
351,10,8/18/98,8/18/08,8/17/09,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,17.41666667,0.156083333,-189.99375,19.22849315
351,11,8/18/98,8/18/09,8/17/10,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,16.5,0.127758333,208.30625,19.10356164
351,12,8/18/98,8/18/10,8/17/11,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,17.83333333,0.106266667,-72.99375,16.68867925
351,13,8/18/98,8/18/11,8/17/12,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,18,0.1408,45.60625,14.62685487
351,14,8/18/98,8/18/12,8/17/13,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,18.66666667,0.2085,87.90625,14.38029316
351,15,8/18/98,8/18/13,8/17/14,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,16,0.219661111,79.50625,12.12909226
351,16,8/18/98,8/18/14,8/17/15,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,12.41666667,0.278525,-132.89375,12.35491525
351,17,8/18/98,8/18/15,8/17/16,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,14,0.3386,133.90625,13.95677656
351,18,8/18/98,8/18/16,8/17/17,8/5/17,1,18.965,9,25,-0.704535315,0,0,0,0,0,1,1,1,14,0.375083333,-133.39375,13.83952889
353,5,6/29/98,6/29/03,6/28/04,3/10/18,1,19.696,8,25,0.153928601,0,0,0,0,0,0,0,0,11.375,0.2246125,-128.6319149,14.96969697
353,6,6/29/98,6/29/04,6/28/05,3/10/18,1,19.696,8,25,0.153928601,0,0,0,0,0,0,0,0,13.08333333,0.199558333,5.268085106,16.6875
353,7,6/29/98,6/29/05,6/28/06,3/10/18,1,19.696,8,25,0.153928601,0,0,0,0,0,0,0,0,13.83333333,0.205316667,-112.0319149,17.12767123
353,8,6/29/98,6/29/06,6/28/07,3/10/18,1,19.696,8,25,0.153928601,0,0,0,0,0,0,0,0,15.58333333,0.215575,69.66808511,18.98849315
353,9,6/29/98,6/29/07,6/28/08,3/10/18,1,19.696,8,25,0.153928601,0,0,0,0,0,0,0,0,18,0.1907,-147.4319149,19.89180328
353,10,6/29/98,6/29/08,6/28/09,3/10/18,1,19.696,8,25,0.153928601,0,0,0,0,0,0,0,0,17.25,0.199158333,-197.1319149,19.47726027
353,11,6/29/98,6/29/09,6/28/10,3/10/18,1,19.696,8,25,0.153928601,0,0,0,0,0,0,0,0,15,0.197183333,201.1680851,18.84986301
353,12,6/29/98,6/29/10,6/28/11,3/10/18,1,19.696,8,25,0.153928601,0,0,0,0,0,0,0,0,15.83333333,0.21245,-80.13191489,17.35418627
353,13,6/29/98,6/29/11,6/28/12,3/10/18,1,19.696,8,25,0.153928601,0,0,0,0,0,0,0,0,15.25,0.2684,38.46808511,14.47122693
353,14,6/29/98,6/29/12,6/28/13,3/10/18,1,19.696,8,25,0.153928601,0,0,0,0,0,0,0,0,16.41666667,0.296158333,80.76808511,14.95469126
353,15,6/29/98,6/29/13,6/28/14,3/10/18,1,19.696,8,25,0.153928601,0,0,0,0,0,0,0,0,14.82352941,0.333805882,72.36808511,12.13844394
353,16,6/29/98,6/29/14,6/28/15,3/10/18,1,19.696,8,25,0.153928601,0,0,0,0,0,0,0,0,9.583333333,0.369325,-140.0319149,12.25169377
